isin,name,type
DE000CJ3HEM2,ZER,"Amazon.com Faktor 8,00x Long Open End (COBA)"
DE000CJ44QJ7,KNO,"OSRAM Licht Endlos Turbo Long 22,75 Open-End (COBA)"
DE000CJ48HS8,KNO,"Deutsche Bank Mini Future Long Open-End (COBA)"
DE000CJ4U1N4,KNO,"EUR/USD Endlos Turbo Short 1,2362 Open-End (COBA)"
DE000CJ4V4X6,KNO,"Evotec Endlos Turbo Long 15,99 Open-End (COBA)"
DE000CJ4Y5K7,KNO,"BASF Endlos Turbo Long 45,96 Open-End (COBA)"
DE000CJ4Y6Z3,KNO,"Bayer Endlos Turbo Long 48,46 Open-End (COBA)"
DE000CJ5AL77,KNO,"S&P 500 Endlos Turbo Short Open-End (COBA)"
DE000CJ5F758,KNO,"Immofinanz Endlos Turbo Long 16,20 Open-End (COBA)"
DE000CJ5G9E3,KNO,"Münchener Rück Mini Future Long 166,91 Open-End (COBA)"
DE000CJ5GTV8,KNO,"S & T Mini Future Long 12,85 Open-End (COBA)"
DE000CJ5GWT6,KNO,"zooplus Mini Future Long 79,52 Open-End (COBA)"
DE000CJ5J6H9,KNO,"Telefon L.M.Ericsson (B) Mini Future Long 58,45 Open-End (COBA)"
DE000CJ5JPF3,KNO,"Geberit Mini Future Short 526,98 Open-End (COBA)"
DE000CJ5JXU6,KNO,"BYD Company (H) Mini Future Long 41,58 Open-End (COBA)"
DE000CJ5L4W9,KNO,"Amazon.com Mini Future Long 870,04 Open-End (COBA)"
DE000CJ5L7W2,KNO,"Biogen Mini Future Long 180,22 Open-End (COBA)"
DE000CJ5LEB2,KNO,"Apple Endlos Turbo Long 129,63 Open-End (COBA)"
DE000CJ5LN56,KNO,"Intel Endlos Turbo Long 40,39 Open-End (COBA)"
DE000CJ5LNT5,KNO,"Illumina Endlos Turbo Long 224,13 Open-End (COBA)"
DE000CJ5NAH3,KNO,"DAX Smart Turbo Short 13.355 Open-End (COBA)"
DE000CJ5NAQ4,KNO,"DAX Smart Turbo Short 14.045 Open-End (COBA)"
DE000CJ5P1P5,KNO,"AIXTRON Endlos Turbo Short 11,71 Open-End (COBA)"
DE000CJ5PWX9,KNO,"DAX Endlos Turbo Short 15.742 Open-End (COBA)"
DE000CJ5RES3,KNO,"EUR/ZAR Endlos Turbo Long 13,7869 Open-End (COBA)"
DE000CJ7GAA8,WNT,"TAG Immobilien Call 20 bis 2020/06 (COBA)"
DE000CJ7GDM7,KNO,"innogy Mini Future Long 37,67 Open-End (COBA)"
DE000CJ7MHZ8,WNT,"Samsung Electronics Call 1.000 bis 2020/06 (COBA)"
DE000CJ7T748,ZER,"Adobe Faktor 10,00x Long Open End (COBA)"
DE000CJ7TX47,ZER,"Commerzbank Aktienanleihe 17,25&nbsp;% bis 2019/12 (COBA)"
DE000CJ7W3X4,WNT,"TransDigm Group Call 500 bis 2020/06 (COBA)"
DE000CJ85BP9,WNT,"Öl (Brent) Future bis 30.06.2020 Call 80 bis 2020/04 (COBA)"
DE000CJ87WG0,WNT,"Snap Inc Put 6,50 bis 2019/12 (COBA)"
DE000CJ8E607,ZER,"Commerzbank Aktienanleihe 16,00&nbsp;% bis 2019/12 (COBA)"
DE000CJ8F1V2,ZER,"SMA Solar Technology Bonus 12 bis 2020/06 (COBA)"
DE000CJ8FZR9,ZER,"Telefonica Deutschland Holding Bonus 2,40 bis 2019/12 (COBA)"
DE000CJ8HGD5,ZER,"Wirecard Faktor 5,00x Long Open End (COBA)"
DE000CJ8R0R8,KNO,"Baidu (A) (Spons. ADR) Mini Future Long 80,23 Open-End (COBA)"
DE000CJ9GQC6,KNO,"Dummy WKN Basiswert Unbestimmt Aktie C1 Endlos Turbo Long 1 Open-End (COBA)"
DE000CJ9MVQ4,KNO,"Dummy WKN Basiswert Unbestimmt Aktie C1 Endlos Turbo Long 1 Open-End (COBA)"
DE000CK05FC4,KNO,"AAPL/COBA Zt"
DE000CLS1001,STK,"McKesson Europe"
DE000CMBT111,STK,"Atevia"
DE000CN1CA17,ZER,"COMMERZBANK AG"
DE000CN20GD3,KNO,"BEST UNLIMITED TURBO ZERTIFIKAT"
DE000CN2ZAW7,ZER,"COMMERZBANK AG"
DE000CN301J5,ZER,"COMMERZBANK AG"
DE000CN3M5M0,KNO,"COMMERZBANK AG"
DE000CN6QCN2,ZER,"COMMERZBANK AG"
DE000CP0ANK0,WNT,"Continental Call 170 bis 2019/09 (CITI)"
DE000CP0QAA4,KNO,"Deutsche Telekom Endlos Turbo Long 10,70 Open-End (CITI)"
DE000CP0WKB9,WNT,"BMW Call 80 bis 2020/06 (CITI)"
DE000CP13J70,KNO,"Kering Endlos Turbo Long 340 Open-End (CITI)"
DE000CP1B1E6,WNT,"Bayer Put 78 bis 2020/06 (CITI)"
DE000CP1L542,KNO,"Rheinmetall Endlos Turbo Long 56 Open-End (CITI)"
DE000CP1P3P2,ZER,"Bonus bis 2019/12 (CITI)"
DE000CP1PFU1,WNT,"Covestro Call 60 bis 2020/06 (CITI)"
DE000CP2JEU5,KNO,"Electronic Arts Mini Future Long 72 Open-End (CITI)"
DE000CP362C0,WNT,"BASF Call 75 bis 2019/12 (CITI)"
DE000CP40MF9,WNT,"Cisco Systems Put 45 bis 2020/06 (CITI)"
DE000CP43AV5,KNO,"Amazon.com Endlos Turbo Long 1.500 Open-End (CITI)"
DE000CP46Q56,KNO,"Porsche Endlos Turbo Long 52,50 Open-End (CITI)"
DE000CP49404,ZER,"OSRAM Licht Bonus 24 bis 2020/06 (CITI)"
DE000CP4Y5Q1,KNO,"Evotec Endlos Turbo Long 17,40 Open-End (CITI)"
DE000CP50E79,WNT,"E.ON Call 12 bis 2020/03 (CITI)"
DE000CP56581,KNO,"ThyssenKrupp Endlos Turbo Short 15,60 Open-End (CITI)"
DE000CP5A0Z0,WNT,"Amazon.com Call 2.300 bis 2021/01 (CITI)"
DE000CP5B5J2,WNT,"Microsoft Call 130 bis 2021/01 (CITI)"
DE000CP5B5P9,WNT,"Microsoft Call 155 bis 2021/01 (CITI)"
DE000CP5DTX3,WNT,"Commerzbank Put 4,20 bis 2020/03 (CITI)"
DE000CP5EEY1,WNT,"ABB Call 18 bis 2020/12 (CITI)"
DE000CP5S0N6,KNO,"JD.com (A) Endlos Turbo Long 21,75 Open-End (CITI)"
DE000CP5S3J8,KNO,"US Tech 100 Mini Future Long 6.600 Open-End (CITI)"
DE000CP5Z1N5,KNO,"Gold Endlos Turbo Long 1.150 Open-End (CITI)"
DE000CP5Z8M2,KNO,"Facebook Registered (A) Mini Future Long 149 Open-End (CITI)"
DE000CP64858,WNT,"Intuitive Surgical Call 550 bis 2020/12 (CITI)"
DE000CP648W0,WNT,"Fiserv Call 85 bis 2020/12 (CITI)"
DE000CP650W6,ZER,"ThyssenKrupp Bonus Cap 9 bis 2019/12 (CITI)"
DE000CP66N96,KNO,"Caterpillar Endlos Turbo Long 104 Open-End (CITI)"
DE000CP67729,WNT,"Netflix Call 405 bis 2020/03 (CITI)"
DE000CP699J0,WNT,"Visa Registered (A) Call 165 bis 2021/01 (CITI)"
DE000CP70UC6,KNO,"Wirecard Endlos Turbo Long 95,75 Open-End (CITI)"
DE000CP710K3,WNT,"Deutsche Lufthansa Call 22 bis 2020/06 (CITI)"
DE000CP7A3X7,WNT,"Baidu (A) (Spons. ADR) Call 260 bis 2021/01 (CITI)"
DE000CP7LQT6,KNO,"Boeing Endlos Turbo Short 410 Open-End (CITI)"
DE000CP7SMU8,WNT,"Activision Blizzard Call 50 bis 2021/01 (CITI)"
DE000CP7SMV6,WNT,"Activision Blizzard Call 55 bis 2021/01 (CITI)"
DE000CP7T9T1,WNT,"General Electric Put 9 bis 2020/06 (CITI)"
DE000CP7TCL6,WNT,"The Home Depot Call 220 bis 2020/12 (CITI)"
DE000CP7UTS3,WNT,"Microsoft Call 110 bis 2020/09 (CITI)"
DE000CP7V8H4,WNT,"Visa Registered (A) Call 180 bis 2020/12 (CITI)"
DE000CP7VPX9,WNT,"Mylan Call 40 bis 2021/01 (CITI)"
DE000CP88RU6,KNO,"NVIDIA Endlos Turbo Short 186 Open-End (CITI)"
DE000CP8BH84,KNO,"adidas Endlos Turbo Long 217,50 Open-End (CITI)"
DE000CP8PFA8,WNT,"Evotec Call 27 bis 2020/12 (CITI)"
DE000CP8S179,KNO,"Wirecard Endlos Turbo Long 109,75 Open-End (CITI)"
DE000CP92XH3,KNO,"Baidu (A) (Spons. ADR) Endlos Turbo Long 104 Open-End (CITI)"
DE000CP95J06,WNT,"adidas Call 310 bis 2021/06 (CITI)"
DE000CP9JHR9,KNO,"Sony Mini Future Long 4.800 Open-End (CITI)"
DE000CP9K4P7,KNO,"Wirecard Endlos Turbo Long 127 Open-End (CITI)"
DE000CP9NRZ3,KNO,"BBVA Endlos Turbo Short 5,25 Open-End (CITI)"
DE000CP9PE56,WNT,"Uber Technologies Put 56 bis 2019/12 (CITI)"
DE000CP9SBW3,KNO,"Take-Two Interactive Software Mini Future Long 97,50 Open-End (CITI)"
DE000CP9VSP5,KNO,"Scout24 Endlos Turbo Long 40 Open-End (CITI)"
DE000CP9ZA33,WNT,"Kloeckner Call 5 bis 2020/06 (CITI)"
DE000CQ08CT6,KNO,"DAX Mini Future Short 14.100 Open-End (CITI)"
DE000CQ0PXF6,KNO,"Tesla Mini Future Short 450 Open-End (CITI)"
DE000CQ1DVG2,WNT,"E.ON Call 15 bis 2019/12 (CITI)"
DE000CQ25AA4,WNT,"NVIDIA Call 235 bis 2020/01 (CITI)"
DE000CQ27PB6,KNO,"Deutsche Boerse Endlos Turbo Long 96 Open-End (CITI)"
DE000CQ34A73,KNO,"Dow Jones Endlos Turbo Short 28.800 Open-End (CITI)"
DE000CQ39BT3,KNO,"DAX Endlos Turbo Short 13.660 Open-End (CITI)"
DE000CQ39LA2,KNO,"Roche Holding Mini Future Long 180 Open-End (CITI)"
DE000CQ435Q3,KNO,"Deutsche Telekom Endlos Turbo Long 12,10 Open-End (CITI)"
DE000CQ44MV6,WNT,"E.ON Call 12 bis 2020/12 (CITI)"
DE000CQ48NR3,WNT,"Wirecard Call 173 bis 2019/03 (CITI)"
DE000CQ4BCA3,WNT,"Allianz Call 211 bis 2019/09 (CITI)"
DE000CQ4ULV0,WNT,"Daimler Call 72 bis 2019/09 (CITI)"
DE000CQ5F759,WNT,"Amazon.com Call 2.500 bis 2019/06 (CITI)"
DE000CQ5J6D3,WNT,"Netflix Call 390 bis 2019/09 (CITI)"
DE000CQ5JZK3,WNT,"Microsoft Call 150 bis 2020/01 (CITI)"
DE000CQ5MTU9,WNT,"Twitter Call 39 bis 2018/12 (CITI)"
DE000CQ5MXS5,WNT,"Visa Registered (A) Call 140 bis 2019/09 (CITI)"
DE000CQ6HKP6,ZER,"Apple Bonus Cap 137,50 bis 2019/12 (CITI)"
DE000CQ6SCA2,WNT,"Wirecard Call 116 bis 2019/09 (CITI)"
DE000CQ6X131,KNO,"Merck Endlos Turbo Long 79 Open-End (CITI)"
DE000CQ72G21,KNO,"RWE Endlos Turbo Long 16,50 Open-End (CITI)"
DE000CQ7DQZ9,WNT,"Amazon.com Call 1.800 bis 2019/12 (CITI)"
DE000CQ7FNJ5,WNT,"Square Registered (A) Call 65 bis 2020/01 (CITI)"
DE000CQ7FNK3,WNT,"Square Registered (A) Call 70 bis 2020/01 (CITI)"
DE000CQ7FNM9,WNT,"Square Registered (A) Call 80 bis 2020/01 (CITI)"
DE000CQ8CQB0,WNT,"Bayer Call 90 bis 2019/12 (CITI)"
DE000CQ8END9,WNT,"Wirecard Call 179,50 bis 2019/03 (CITI)"
DE000CQ8LVN6,WNT,"Netflix Call 420 bis 2019/09 (CITI)"
DE000CQ9GZG9,WNT,"Alibaba Group Holding Call 175 bis 2019/12 (CITI)"
DE000CR11LT9,ZER,"Commerzbank Faktor 4x Long Food II Index Zertifikat"
DE000CR11M34,ZER,"Commerzbank Faktor 4x Long Automobiles II Index Zertifikat"
DE000CR11M59,ZER,"Commerzbank Faktor 4x Long Health Care II Index Zertifikat"
DE000CR3EXZ1,ZER,"Commerzbank Faktor 4x Long Alibaba Index Zertifikat"
DE000CR3GWB9,ZER,"Commerzbank Faktor 3x Long Johnson&Johnson Index Zertifikat"
DE000CR3H4M1,ZER,"Commerzbank Faktor 4x Long Nike Index Zertifikat"
DE000CR468T7,ZER,"Commerzbank Faktor 10x Long DAX-Futures Index Zertifikat"
DE000CR50LQ3,ZER,"Commerzbank Faktor 8x Long Silver Index Zertifikat"
DE000CR51ZT5,ZER,"Commerzbank Faktor 5x Short Tesla Motors Index Zertifikat"
DE000CR523P7,ZER,"Commerzbank Faktor 5x Long Alibaba Index Zertifikat"
DE000CR524F6,ZER,"Commerzbank Faktor 5x Long Google Index Zertifikat"
DE000CR524R1,ZER,"Commerzbank Faktor 5x Long Newmont Mining Index Zertifikat"
DE000CR524S9,ZER,"Commerzbank Faktor 5x Long Nike Index Zertifikat"
DE000CR524W1,ZER,"Commerzbank Faktor 5x Long Petroleo Brasil Index Zertifikat"
DE000CR52529,ZER,"Commerzbank Faktor 5x Long Starbucks Index Zertifikat"
DE000CR5JKT5,ZER,"Commerzbank Faktor 8x Long SPXF Index Zertifikat"
DE000CR6GDU2,KNO,"UNLIMITED TURBO ZERTIFIKAT"
DE000CR9GV60,KNO,"COMMERZBANK AG"
DE000CS8BXN1,ZER,"ThyssenKrupp Express Relax bis 2023/01 (CS)"
DE000CT65998,KNO,"NESN/CITI Opt"
DE000CT9W662,KNO,"FNTN/CITI Opt"
DE000CU01XE1,KNO,"BASF Mini Future Long 51,11 Open-End (COBA)"
DE000CU024K2,WNT,"Rocket Internet Call 22 bis 2020/03 (COBA)"
DE000CU08RM1,ZER,"Wirecard Faktor 6,00x Long Open End (COBA)"
DE000CU09ZY7,ZER,"PUMA Bonus Cap 480 bis 2019/12 (COBA)"
DE000CU0A7J4,ZER,"Advanced Micro Devices Bonus Cap 17,50 bis 2019/09 (COBA)"
DE000CU0AKM5,ZER,"Activision Blizzard Faktor 5,00x Long Open End (COBA)"
DE000CU0AKS2,ZER,"Caterpillar Faktor 5,00x Long Open End (COBA)"
DE000CU0AMG3,ZER,"The Kraft Heinz Company Faktor 6,00x Long Open End (COBA)"
DE000CU0C6K2,ZER,"Amazon.com Faktor 10,00x Long Open End (COBA)"
DE000CU0C6L0,ZER,"Activision Blizzard Faktor 10,00x Long Open End (COBA)"
DE000CU0CQK2,ZER,"TUI Bonus 7 bis 2020/03 (COBA)"
DE000CU0CWB9,ZER,"Wirecard Faktor 7,00x Long Open End (COBA)"
DE000CU0CY56,ZER,"TUI Faktor 5,00x Long Open End (COBA)"
DE000CU0CY72,ZER,"voestalpine Faktor 5,00x Long Open End (COBA)"
DE000CU0E625,ZER,"Silber 1 Unze Fixing Faktor 8,00x Long Open End (COBA)"
DE000CU0E633,ZER,"Gold Faktor 10,00x Long Open End (COBA)"
DE000CU0EDB5,ZER,"The Kraft Heinz Company Faktor 10,00x Long Open End (COBA)"
DE000CU0EGA0,ZER,"DAX Faktor 15,00x Short Open End (COBA)"
DE000CU0EGX2,ZER,"Commerzbank Aktienanleihe 17,00&nbsp;% bis 2019/12 (COBA)"
DE000CU0GXW4,WNT,"Öl (Brent) Future bis 30.12.2020 Call 90 bis 2020/10 (COBA)"
DE000CU0M0M9,ZER,"BYD Company (H) Discount 40 bis 2020/03 (COBA)"
DE000CU0NBP0,WNT,"Aurora Cannabis Call 11 bis 2020/03 (COBA)"
DE000CU0SXF4,WNT,"Evotec Call 26 bis 2020/03 (COBA)"
DE000CU0U3E0,WNT,"K+S Call 16 bis 2020/03 (COBA)"
DE000CU0UCK4,KNO,"SoftBank Mini Future Long 1.028,36 Open-End (COBA)"
DE000CU0V4X7,WNT,"Wirecard Call 120 bis 2019/09 (COBA)"
DE000CU0WT26,WNT,"Leoni Call 20 bis 2020/03 (COBA)"
DE000CU19NB0,KNO,"1&1 Drillisch Endlos Turbo Short 34,58 Open-End (COBA)"
DE000CU1BHH7,ZER,"Alibaba Group Holding Faktor 10,00x Long Open End (COBA)"
DE000CU1S3S3,WNT,"Leoni Call 19 bis 2020/03 (COBA)"
DE000CU1U8T6,WNT,"Amazon.com Call 2.000 bis 2020/09 (COBA)"
DE000CU1U9T4,WNT,"Coca-Cola Call 55 bis 2020/09 (COBA)"
DE000CU21320,WNT,"Amazon.com Call 1.950 bis 2020/06 (COBA)"
DE000CU28M89,WNT,"Gold Call 1.410 bis 2019/12 (COBA)"
DE000CU2JTF7,ZER,"Veolia Environnement Bonus Cap 17,50 bis 2020/06 (COBA)"
DE000CU2KT44,ZER,"Amazon.com Faktor 10,00x Long Open End (COBA)"
DE000CU2KTR0,ZER,"SAP Faktor 7,00x Long Open End (COBA)"
DE000CU2MGK8,WNT,"TransDigm Group Put 540 bis 2020/03 (COBA)"
DE000CU2RBW3,KNO,"Thermo Fisher Scientific Mini Future Long 200 Open-End (COBA)"
DE000CU2TZU2,ZER,"ThyssenKrupp Aktienanleihe 16,75&nbsp;% bis 2020/01 (COBA)"
DE000CU2U8P3,ZER,"Deutsche Pfandbriefbank Aktienanleihe 14,50&nbsp;% bis 2020/01 (COBA)"
DE000CU2VD80,ZER,"freenet Aktienanleihe 13,25&nbsp;% bis 2020/04 (COBA)"
DE000CU2X191,ZER,"ThyssenKrupp Aktienanleihe 21,25&nbsp;% bis 2020/01 (COBA)"
DE000CU2XEM6,ZER,"OSRAM Licht Bonus 20 bis 2020/12 (COBA)"
DE000CU2XQ67,ZER,"Baidu (A) (Spons. ADR) Bonus Cap 80 bis 2020/12 (COBA)"
DE000CU2YC62,ZER,"TUI Aktienanleihe 17,50&nbsp;% bis 2019/12 (COBA)"
DE000CU2YF77,ZER,"ThyssenKrupp Aktienanleihe 24,75&nbsp;% bis 2019/12 (COBA)"
DE000CU31VR4,WNT,"S & T Call 20 bis 2020/06 (COBA)"
DE000CU32RU4,WNT,"SAP Call 160 bis 2021/12 (COBA)"
DE000CU3BYK2,WNT,"K+S Call 15 bis 2020/06 (COBA)"
DE000CU3ER76,ZER,"DAX Faktor 15,00x Short Open End (COBA)"
DE000CU3EV88,ZER,"Commerzbank Aktienanleihe 19,00&nbsp;% bis 2019/12 (COBA)"
DE000CU3FC72,ZER,"Öl (Brent) Faktor 15,00x Long Open End (COBA)"
DE000CU3GFQ7,ZER,"Aareal Bank Aktienanleihe 13,25&nbsp;% bis 2019/12 (COBA)"
DE000CU3GHL4,ZER,"TUI Aktienanleihe 20,25&nbsp;% bis 2020/01 (COBA)"
DE000CU3HDC0,ZER,"Deutsche Lufthansa Aktienanleihe 13,00&nbsp;% bis 2020/03 (COBA)"
DE000CU3JC78,WNT,"Shopify Registered (A) Put 320 bis 2020/06 (COBA)"
DE000CU3LJ93,WNT,"Microsoft Call 150 bis 2021/06 (COBA)"
DE000CU3LKC7,WNT,"Microsoft Call 180 bis 2021/06 (COBA)"
DE000CU3LVS0,WNT,"Anheuser-Busch InBev Call 70 bis 2020/12 (COBA)"
DE000CU3M3B3,ZER,"SILTRONIC AG Bonus 40 bis 2020/12 (COBA)"
DE000CU3MYR4,ZER,"The Kraft Heinz Company Faktor 8,00x Long Open End (COBA)"
DE000CU3N4Q8,WNT,"SoftBank Group Call 11.500 bis 2020/03 (COBA)"
DE000CU3SFV2,KNO,"Splunk Mini Future Long 90 Open-End (COBA)"
DE000CU3V7X7,ZER,"Duerr Bonus Cap 18 bis 2020/09 (COBA)"
DE000CU3WAB7,ZER,"Jungheinrich Bonus Cap 16 bis 2020/06 (COBA)"
DE000CU3XCV9,ZER,"ProSiebenSat.1 Media Aktienanleihe 15,25&nbsp;% bis 2020/03 (COBA)"
DE000CU3YSH2,KNO,"Gold Turbo Long 1.380 bis 2020/03 (COBA)"
DE000CU3Z087,WNT,"Volkswagen Vz Inline 120-180 bis 2019/12 (COBA)"
DE000CU3ZEX6,WNT,"Novartis Call 90 bis 2021/06 (COBA)"
DE000CU43654,KNO,"Silber 1 Unze Fixing Endlos Turbo Long 15,85 Open-End (COBA)"
DE000CU43EE3,WNT,"ThyssenKrupp Inline 9-18 bis 2019/12 (COBA)"
DE000CU45CV6,WNT,"Nektar Therapeutics Call 24 bis 2020/06 (COBA)"
DE000CU46PK9,KNO,"Netflix Endlos Turbo Short 328,84 Open-End (COBA)"
DE000CU4P7J3,KNO,"Hang Seng Mini Future Short 29.433 Open-End (COBA)"
DE000CU4ZTA0,ZER,"Procter & Gamble Faktor 5,00x Long Open End (COBA)"
DE000CU57NS4,WNT,"adidas Inline 260-320 bis 2019/12 (COBA)"
DE000CU5JLT8,KNO,"Gold Turbo Short 1.710 bis 2020/03 (COBA)"
DE000CU5LUR9,WNT,"Daimler Call 40,50 bis 2020/03 (COBA)"
DE000CU5N2E6,WNT,"Commerzbank Call 6,05 bis 2019/12 (COBA)"
DE000CU5U1X9,WNT,"DAX Inline 11.100-12.900 bis 2019/12 (COBA)"
DE000CU5UR82,WNT,"AIXTRON Call 12,50 bis 2020/03 (COBA)"
DE000CU6DRL3,WNT,"Ballard Power Systems Call 6 bis 2020/06 (COBA)"
DE000CU6DZM4,WNT,"Kloeckner Call 7,50 bis 2020/12 (COBA)"
DE000CU7EV92,KNO,"Dummy WKN Basiswert Unbestimmt Aktie C1 Endlos Turbo Long 1 Open-End (COBA)"
DE000CU8BAE4,KNO,"Dummy WKN Basiswert Unbestimmt Aktie C1 Endlos Turbo Long 1 Open-End (COBA)"
DE000CV1U0C7,WNT,"HeidelbergCement Put 70 bis 2019/12 (COBA)"
DE000CV26FK0,WNT,"Daimler Call 60 bis 2019/12 (COBA)"
DE000CV26GY9,WNT,"Lufthansa Call 18 bis 2019/12 (COBA)"
DE000CV2AYB4,KNO,"TUI Endlos Turbo Long 13,41 Open-End (COBA)"
DE000CV2RCV2,WNT,"Mastercard (A) Call 140 bis 2019/03 (COBA)"
DE000CV2RQ97,WNT,"Samsung Electronics Call 1.200 bis 2019/03 (COBA)"
DE000CV2ZLK9,KNO,"Aixtron Endlos Turbo Long 7,11 Open-End (COBA)"
DE000CV32762,KNO,"AbbVie Endlos Turbo Long 65,53 Open-End (COBA)"
DE000CV32AK9,KNO,"Microsoft Endlos Turbo Long 57,09 Open-End (COBA)"
DE000CV32AQ6,KNO,"Microsoft Endlos Turbo Long 69,09 Open-End (COBA)"
DE000CV32CB4,KNO,"Visa Registered (A) Endlos Turbo Long 93,96 Open-End (COBA)"
DE000CV3YQ71,WNT,"iRobot Call 90 bis 2019/03 (COBA)"
DE000CV43AU5,KNO,"Skyworks Solutions Endlos Turbo Long 67,32 Open-End (COBA)"
DE000CV45MW1,KNO,"Visa Registered (A) Endlos Turbo Long 104,39 Open-End (COBA)"
DE000CV4AT18,WNT,"DAX Call 13.500 bis 2018/11 (COBA)"
DE000CV4L9T0,KNO,"Danaher Endlos Turbo Long 87,65 Open-End (COBA)"
DE000CV4PVD0,KNO,"Platin Mini Future Long 679 Open-End (COBA)"
DE000CV52SC6,WNT,"Vivendi Call 25 bis 2019/06 (COBA)"
DE000CV58PS5,ZER,"Vonovia Bonus Cap 35 bis 2019/12 (COBA)"
DE000CV5CCZ8,WNT,"Square Registered (A) Call 40 bis 2019/06 (COBA)"
DE000CV5CXZ4,WNT,"Visa Registered (A) Call 120 bis 2019/06 (COBA)"
DE000CV5J7B5,WNT,"Öl (Brent) Future bis 30.12.2019 Call 70 bis 2019/10 (COBA)"
DE000CV5J945,WNT,"Öl (Brent) Future bis 30.12.2019 Put 70 bis 2019/10 (COBA)"
DE000CV6BSY7,WNT,"BMW Call 82 bis 2019/12 (COBA)"
DE000CV6KA64,KNO,"Adobe Systems Endlos Turbo Long 170,87 Open-End (COBA)"
DE000CV6LBD6,WNT,"Amazon.com Call 1.700 bis 2019/12 (COBA)"
DE000CV7B2Z1,WNT,"DAX Call 14.500 bis 2019/03 (COBA)"
DE000CV7TUY3,ZER,"Visa Registered (A) Faktor 10,00x Long Open End (COBA)"
DE000CV7TV28,ZER,"PayPal Holdings Faktor 10,00x Long Open End (COBA)"
DE000CV7TVA1,ZER,"Mastercard Registered (A) Faktor 10,00x Long Open End (COBA)"
DE000CV7TVU9,ZER,"Amazon.com Faktor 10,00x Long Open End (COBA)"
DE000CV7TVW5,ZER,"Apple Faktor 10,00x Long Open End (COBA)"
DE000CV7TX00,ZER,"Apple Faktor 10,00x Long Open End (COBA)"
DE000CV7TY25,ZER,"Commerzbank Faktor 10x Long Amazon 2 Index Long Faktor 10,00x Long Open End (COBA)"
DE000CV7TY41,ZER,"Apple Faktor 10,00x Long Open End (COBA)"
DE000CV7UHD2,ZER,"Facebook Registered (A) Faktor 4,00x Long Open End (COBA)"
DE000CV8HS67,WNT,"Ctrip.com International Call 45 bis 2019/12 (COBA)"
DE000CW118Y1,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CW38S55,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CW9PNF0,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CW9WEY6,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX2X180,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX4D1E5,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX4E1N5,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX4JUW3,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX65289,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX9HPL9,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX9KFD1,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX9NNR9,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX9X8P7,WNT,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CX9ZRE2,WNT,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CY04E34,KNO,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CY0SVE7,WNT,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CY21QT3,WNT,"CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG & CO.KGAA"
DE000CY4W369,KNO,"Wirecard Endlos Turbo Long 55 Open-End (CITI)"
DE000CY5TJW1,WNT,"Netflix Call 200 bis 2019/06 (CITI)"
DE000CY66XS6,KNO,"Gold Mini Future Long 1.070 Open-End (CITI)"
DE000CY6QST2,KNO,"Tesla Mini Future Short 500 Open-End (CITI)"
DE000CY6TXU4,KNO,"Berkshire Hathaway (B) Mini Future Long 150 Open-End (CITI)"
DE000CY6UGH4,KNO,"Amazon.com Endlos Turbo Long 775 Open-End (CITI)"
DE000CY6Y2Q8,WNT,"Allianz Call 187 bis 2019/06 (CITI)"
DE000CY7RK01,KNO,"Vale (Spons. ADR) Mini Future Long 9,50 Open-End (CITI)"
DE000CY8V7Z9,KNO,"Deutsche Telekom Mini Future Long 11,80 Open-End (CITI)"
DE000CY9FUU3,WNT,"Monster Beverage Call 70 bis 2019/06 (CITI)"
DE000CY9S549,KNO,"Nikkei 225 Mini Future Long 20.000 Open-End (CITI)"
DE000CZ0VVY8,ZER,"Commerzbank Faktor 4x Long Fresenius Index Zertifikat"
DE000CZ0VW21,ZER,"Commerzbank Faktor 4x Long K+S Index Zertifikat"
